instant,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
649,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
650,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
651,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
652,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
653,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
654,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
655,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
656,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
657,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
658,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
659,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
660,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
661,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
662,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
663,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
664,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
665,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
666,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
667,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
668,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
669,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
670,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
671,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
672,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
673,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
674,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
675,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
676,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
677,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
678,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
679,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
680,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
681,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
682,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
683,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
684,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
685,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
686,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
687,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
688,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
689,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
690,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
691,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
692,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
693,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
694,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
695,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
696,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
697,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
698,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
699,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
700,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
701,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
702,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
703,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
704,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
705,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
706,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
707,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
708,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
709,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
710,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
711,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
712,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
713,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
714,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
715,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
716,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
717,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
718,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
719,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
720,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
721,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
722,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
723,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
724,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
725,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
726,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
727,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
728,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
729,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
730,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
731,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
732,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
733,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
734,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
735,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
736,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
737,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
738,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
739,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
740,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
741,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
742,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
743,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
744,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
745,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
746,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
747,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
748,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
749,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
750,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
751,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
752,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
753,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
754,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
755,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
756,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
757,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
758,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
759,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
760,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
761,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
762,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
763,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
764,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
765,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
766,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
767,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
768,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
769,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
770,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
771,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
772,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
773,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
774,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
775,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
776,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
777,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
778,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
779,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
780,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
781,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
782,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
783,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
784,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
785,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
786,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
787,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
788,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
789,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
790,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
791,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
792,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
793,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
794,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
795,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
796,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
797,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
798,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
799,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
800,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
801,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
802,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
803,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
804,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
805,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
806,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
807,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
808,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
809,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
810,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
811,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
812,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
813,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
814,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
815,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
816,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
817,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
818,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
819,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
820,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
821,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
822,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
823,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
824,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
825,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
826,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
827,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
828,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
829,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
830,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
831,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
832,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
833,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
834,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
835,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
836,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
837,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
838,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
839,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
840,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
841,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
842,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
843,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
844,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
845,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
846,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
847,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
848,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
849,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
850,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
851,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
852,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
853,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
854,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
855,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
856,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
857,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
858,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
859,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
860,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
861,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
862,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
863,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
864,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
865,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
866,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
867,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
868,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
869,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
870,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
871,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
872,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
873,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
874,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
875,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
876,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
877,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
878,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
879,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
880,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
881,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
882,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
883,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
884,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
885,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
886,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
887,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
888,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
889,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
890,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
891,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
892,,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.197,0.52,0.194,2.0,43.0,47.0
